Kérdés,Válasz
"Hogyan tudom leigazolni a szakmai gyakorlatot, ha a cég nem akar együttműködési megállapodást kötni a BME-vel?","Amennyiben a gyakorlatot a cég nem hajlandó hivatalosan leigazolni, akkor nincs mód arra, hogy hivatalosan igazolt szakmai gyakorlatot végezz a BME VIK keretein belül. Érdemes konzultálni az iskolaszövetkezetel, hogy van-e más lehetőség a gyakorlat hivatalos igazolására."
"Hogyan kell eljárni, ha nem kaptunk vissza másolatot a megállapodásunkról?","Sajnos a tanszékünkön nem szokott másolat maradni az ott belépett megállapodásokról. Érdemes megkérdezni a partnercéget, hogy náluk megvan-e a megállapodás másolata. Ha nem, akkor érdemes újra megkötötni a megállapodást és gondoskodni róla, hogy mindkét félnek meglegyen a példánya."
"Mikor lehet gyakorlatot végezni egy leányvállalatnál, ha az anyavállalattal van megállapodás?","Ha az anyavállalat rendelkezik megállapodással, akkor általában a leányvállalat is gyakorlatoztathat. Azonban érdemes ellenőrizni a konkrét esetben, hogy a leányvállalat is szerepel-e a megállapodásban, vagy szükséges-e külön megállapodást kötni vele."
"Mikor kell újra megkötötni a megállapodást, ha egy cég név változtatást hajtott végre?","Ha a cég név változtatást hajtott végre, akkor általában nem kell újra megkötötni a megállapodást. A jogutódjával nem szükséges új egyezséget kötni. Fontos azonban ellenőrizni a jogutódot és a megállapodás szövegét, hogy biztosan átörökítődik-e a gyakorlati lehetőség az új cég nevére."
Melyik tanszéken kell elvégeznem a szakmai gyakorlatot?,A szakmai gyakorlatot alapvetően a specializációd anyatanszékén kell végezned.
Milyen specializációval és mellékspecializációval jársz jelenleg a mesterképzésen?,Jelenleg Szoftverfejlesztés főspecializációval és Felhő alapú elosztott rendszerek mellékspecializációval járok a mesterképzésen.
"Ha az önálló laborodat a TMIT-en csinálod, akkor a szakmai gyakorlatot hol kell végezned?","A szakmai gyakorlatot a specializációd anyatanszékén kell elvégezned, tehát az AUT-on."
Hogy szerezhetek aláírást a végbizonyítványhoz?,"A szakmai gyakorlat teljesítése a végbizonyítvány (abszolutórium) kiállításának feltétele. Ezért fontos, hogy időben meglegyen belőle az aláírásod."
Mennyi ideig kell elvégezni a mérnökinformatikus szakmai gyakorlatot?,A mérnökinformatikus szakmai gyakorlatot általában nyolc hét alatt kell teljesíteni.
Mikor lehet elkezdeni a mérnökinformatikus szakmai gyakorlatot a vizsgaidőszak alatt?,"A mérnökinformatikus szakmai gyakorlatot a vizsgaidőszak alatt is el lehet kezdeni, azonban ehhez engedélyt kell kérni a megfelelő személytől."
Milyen lehetőségek vannak a mérnökinformatikus szakmai gyakorlat külföldön történő teljesítésére?,"A mérnökinformatikus szakmai gyakorlat külföldön is teljesíthető, például az Erasmus program keretében. Fontos azonban, hogy a gyakorlatot a megfelelő időpontban és módon végezd el, hogy ne legyen hatással a tanulmányaidra."
Milyen dokumentumok szükségesek a mérnökinformatikus szakmai gyakorlat elkezdéséhez?,A mérnökinformatikus szakmai gyakorlat elkezdéséhez általában szükséges a megfelelő engedélyt kérni a szakmai gyakorlatot felügyelő személytől vagy intézménytől. Ezen kívül fontos lehet a Neptun kóddal azonosított diákigazolvány és az esetleges külföldi gyakorlat esetén a megfelelő utazási és tartózkodási dokumentumok.
Mikor kell beadni a jelentkezési lapot és a feladatlapot a Rendszertervezés specializáción lévő hallgatóknak?,A jelentkezési lapot és a feladatlapot a gyakorlat megkezdése előtt kell beadni.
"Miként kell eljárnom, ha a szakmai gyakorlatot külső cégnél szeretném végezni?","Amennyiben a szakmai gyakorlatot külső cégnél szeretnéd végezni, ugyanúgy a portálon kell saját témaként kiírnod és feltöltened a jelentkezési lapot."
Mik a határidők a jelentkezési lap beadására és a gyakorlat kezdésére?,"A pontos határidőket a szakmai gyakorlat adminisztrációja adja meg, így érdemes a tanszékkel egyeztetni."
Melyik tárgyat kell felvennem a Neptunban a Rendszertervezés specializáción a szakmai gyakorlat után?,A szakmai gyakorlat után a Rendszertervezés specializáción az 'BMEVIAUAS00' tárgyat kell felvenned a Neptunban.
Milyen hosszúnak kell lennie a beszámolónak a BME VIK szakmai gyakorlaton?,A kari szabályzat szerint legalább 15 oldal terjedelműnek kell lennie a beszámolónak.
Milyen problémákat jelezett a portál az igazolólapnál?,"A portál azt jelezte, hogy az igazolólap mezőit nem töltötték ki."
Mikor kell újra feltölteni a dokumentumokat a szakmai gyakorlat portálra?,"A tanár úr kérésére, amennyiben az eredeti feltöltési kísérlet sikertelen volt."
Mikor kell felvenni a Szakmai gyakorlat tárgyat a Neptunban?,"Amennyiben a gyakorlatot a nyári időszakban végzed, akkor a tárgyat a következő őszi félévben kell felvenni. Ha a szakmai gyakorlatot félév közben végzed, akkor ugyanabban a félévben kell felvenni a tárgyat."
Mikor kell felvenni a Szakmai Gyakorlat tárgyat a Neptunban?,"Amennyiben a szakmai gyakorlatot az ajánlott módon a nyári időszakban végzed, akkor a tárgyat a következő őszi félévben kell felvenni. Ha a szakmai gyakorlatot az ajánlottól eltérő módon félév közben végzed, akkor ugyanabban a félévben. A szakmai gyakorlat teljesítése a végbizonyítvány (abszolutórium) kiállításának feltétele, ezért fontos, hogy időben meglegyen belőle az aláírásod."
Mikor kell beadni a kitöltendő és beadandó feladatlapot a szakmai gyakorlat megkezdésekor?,"A kitöltendő és beadandó feladatlapot a szakmai gyakorlat megkezdésekor kell beadni. Itt található egy prezi, ahol részletesen le van írva minden, beleértve azt is, ha saját témát akarsz nyitni a portálon: https://www.aut.bme.hu/SzakmaiGyakorlat/ Kérjük, kövesse az ott található instrukciókat és töltse fel a szükséges dokumentumokat."
Mikor kell kitölteni és beadni a gyakorlat végbizonyítvány kérvényét?,"A gyakorlat végbizonyítvány kérvényét a gyakorlat befejezésekor kell kitölteni és beadni. A végbizonyítvány kiállításához fontos, hogy a gyakorlat időpontja és a kérvényben megadott befejezés időpontja megegyezzen. Ha esetleg változás történt, kérjük jelezze az illetékesnek."
Melyik személynek kellene a céget és a kapcsolattartót megadnom a szakmai gyakorlat együttműködési megállapodásához?,A szakmai gyakorlat együttműködési megállapodásban az IIT-hez tartozó Kertész Zsoltot kell megadnod.
Mikor tudnám aláíratni és leadni a szerződést a cégnél?,"A szerződést várhatóan kedden tudod aláíratni, és aznap délután személyesen le tudod adni az egyetemen."
Milyen tárgyat kell felvenni a Neptunban a szakmai gyakorlat teljesítéséhez?,"A szakmai gyakorlat tárgyat a következő őszi félévben kell felvenni, ha a gyakorlatot a nyári időszakban végzed ajánlott módon. Ha a gyakorlatot félév közben végzed, akkor ugyanabban a félévben kell felvenni a tárgyat. A szakmai gyakorlat teljesítése a végbizonyítvány (abszolutórium) kiállításának feltétele, ezért fontos, hogy időben meglegyen belőle az aláírásod."
Mikor kell beadni a szabályzatban előírt dokumentumokat a szakmai gyakorlat aláírásához?,"A dokumentumokat a szakmai gyakorlat időszakának letelte után kell beadni. Amint a szabályzatban előírt dokumentumokat benyújtod, megkaphatod az aláírást."
Milyen következménye lehet a szakmai gyakorlat utólagos feladatlap-leadásának elmulasztásának?,"Amennyiben a szakmai gyakorlat utólagos feladatlap-leadását nem hajtod végre, az elbocsátáshoz vezethet. Fontos, hogy a szabályzatban előírt határidőn belül teljesítsd a feladatot."
"Milyen lehetőségeid vannak, ha az előző félévben nem voltál képes letenni a szakmai gyakorlatot?","Amennyiben az előző félévben nem tudtad letenni a szakmai gyakorlatot, méltányossági kérelmet nyújthatsz be az elbocsátás ellen. Amennyiben elfogadják a kérelmet, a szakmai gyakorlatot a következő félévben kell teljesítened."
"Mikor kell teljesíteni a szakmai gyakorlatot, ha elfogadták a méltányossági kérelmet?","Amennyiben elfogadták a méltányossági kérelmet, a szakmai gyakorlatot a következő félévben kell teljesítened. Fontos, hogy a szabályzatban előírt határidőn belül teljesítsd a gyakorlatot."
Mikor kell leadni a szakmai gyakorlat dokumentumokat?,A dokumentumokat a pótlási hét közepéig kell leadni.
Milyen típusú aláírás elfogadott a dokumentumokon?,A digitális aláírás teljes mértékben elfogadott.
Mikor számít a szorgalmi időszak vége?,A szorgalmi időszak vége a mai nap.
Mennyi órát kell teljesíteni a szakmai gyakorlaton?,A szakmai gyakorlat teljesítéséhez 240 órát kell teljesíteni.
Mikor kell leadni az igazolásokat?,Az igazolások leadási határideje a mai nap volna.
Mikor kell felvenni a Szakmai gyakorlat tárgyat a Neptunban?,"Amennyiben a szakmai gyakorlatot az ajánlott módon a nyári időszakban végzed, akkor a tárgyat a következő őszi félévben kell felvenned. Ha a szakmai gyakorlatot az ajánlottól eltérő módon félév közben végzed, akkor ugyanabban a félévben kell felvenned. A szakmai gyakorlat teljesítése a végbizonyítvány (abszolutórium) kiállításának feltétele, tehát fontos, hogy időben meglegyen belőle az aláírásod."
Milyen dokumentumokat kell feltöltenem a szakmai gyakorlatomhoz?,A szakmai gyakorlat teljesítéséhez szükséges dokumentumokat a Neptun rendszerben kell feltöltened. Általában a szakmai beszámoló és a gyakorlati hely igazolása szükséges. Az exact dokumentumokról részletes információkat kaphatsz a szakmai gyakorlatodat koordináló oktatótól.
Mikor kell elkészítenem a szakmai beszámolót?,"A szakmai beszámolót általában a szakmai gyakorlatod befejezése után kell elkészítened. A pontos határidőt az oktatótól vagy az intézménytől kapod meg. Fontos, hogy a beszámolót időben töltsd fel a Neptun rendszerbe, mivel ennek hiányában nem veheted fel a tárgyat és nem teljesítheted a szakmai gyakorlatot."
Mikor kell felvenni a Szakmai gyakorlat tárgyat a Neptunban?,"Amennyiben a szakmai gyakorlatot az ajánlott módon a nyári időszakban végzed, akkor a tárgyat a következő őszi félévben kell felvenni. Ha a szakmai gyakorlatot az ajánlottól eltérő módon félév közben végzed, akkor ugyanabban a félévben. A szakmai gyakorlat teljesítése a végbizonyítvány (abszolutórium) kiállításának feltétele, ezért fontos, hogy időben meglegyen belőle az aláírásod."
Melyik tanszéken kell adminisztrálni a szakmai gyakorlatot a BME VIK-nál?,A szakmai gyakorlatot a MIT tanszéken kell adminisztrálni.
"Milyen teendőim vannak, ha a cég visszaküldte a keretmegállapodást?","Ha a cég visszaküldte a keretmegállapodást, akkor nincs további teendőd ezzel kapcsolatban."
"Hogyan kell lebonyolítani a szakmai gyakorlatot, ha az AUT-on végezném az önálló laboromat és a szakdolgozatomat is ott tervezem végezni?","Amennyiben az önálló labor és a szakdolgozat is az AUT-on történik, akkor a szakmai gyakorlatot is ott kell végezned."
"Milyen adminisztrációs szabályok vonatkoznak, ha már dolgozom egy cégnél, és náluk szeretném elvégezni a gyakorlatot?","Ha már dolgozol egy cégnél és náluk szeretnéd elvégezni a szakmai gyakorlatot, akkor a karnak kell együttműködési megállapodást kötnie a céggel. Fontos, hogy a kérelmet a megfelelő adminisztrációs szempontoknak megfelelően add le."
Mikor kell felvenni a szakmai gyakorlat tárgyat a Neptunban?,"A szakmai gyakorlat tárgyat akkor kell felvenni a Neptunban, ha a gyakorlatot az ajánlott módon a nyári időszakban végzed. Ha a gyakorlatot félév közben végzed, akkor ugyanabban a félévben kell felvenni a tárgyat. A"
Mikor kell feltölteni a szakmai gyakorlattal kapcsolatos dokumentumokat?,A dokumentumokat a gyakorlat befejezésének határidejéig kell feltölteni. Az exact határidőről tájékoztatást kaphatsz a gyakorlati helyszínedtől vagy a gyakorlatvezetődtől.
Milyen dokumentumokat kell feltölteni a szakmai gyakorlathoz?,"A szakmai gyakorlattal kapcsolatos dokumentumok közé tartozik a munkanapló, az igazolólap és a beszámoló. Az igazolólapot és a munkanaplót a gyakorlati helyszínedtől kell beszerezni, míg a beszámolót a saját tapasztalataidra és a gyakorlat során elvégzett tevékenységekre kell alapozni."
Milyen terjedelműnek kell lennie a beszámolónak?,"A beszámolónak nagyjából 15 oldal terjedelműnek kell lennie. Ebben írd le, hogy milyen technológiákat ismertél meg és alkalmaztál a gyakorlat során, valamint hogy milyen projekteken dolgoztál. Fontos, hogy ne ossz meg semmilyen ipari titkot a beszámolóban."
Mikor kell megkapni az igazolást a szakmai gyakorlatról?,"Az igazolást a gyakorlat befejezése után kell megkapnod. Általában a gyakorlati helyszíned vagy a gyakorlatvezetőd adja ki az igazolást, amelyben visszaigazolják, hogy teljesítetted a szakmai gyakorlatot."
"Melyik tanszéken kell végeznem a szakmai gyakorlatot, ha az AUT-os témát választottam?","A szakmai gyakorlatot az AUT tanszéken kell végezned, mivel az a választott témádhoz kapcsolódik."
"Melyik tanszéken kell végeznem a szakmai gyakorlatot, ha az MIT-es tanszéken végeztem a Témalabor tárgyat?","Ha az MIT-es tanszéken végezted el a Témalabor tárgyat, akkor a szakmai gyakorlatot is az MIT tanszéken kell végezned."
Milyen témát kell választanom a szakmai gyakorlatomhoz az AUT tanszéken?,Az AUT tanszéken játékfejlesztést kell választanod az önálló laborként.
Milyen témát kell választanom a szakmai gyakorlatomhoz az MIT tanszéken?,"Az MIT tanszéken kell választanod az önálló laborként egy olyan témát, amely a Témalabor tárggyal kapcsolódik."
Mikor kell elvégeznem a szakmai gyakorlatot?,A szakmai gyakorlatot a nyári időszakban kell elvégezned.
Milyen feltételekkel kaphatom meg a végbizonyítványt (abszolutórium) a szakmai gyakorlat teljesítése után?,"A szakmai gyakorlat teljesítése a végbizonyítvány (abszolutórium) kiállításának feltétele. Fontos, hogy időben meglegyen belőle az aláírásod a végbizonyítványhoz."
Mikor kell leadni a szakmai gyakorlat dokumentumait?,"A szakmai gyakorlat dokumentumait a gyakorlat végeztével kell leadni, azaz amikor minden dokumentum elfogadásra került."
Milyen mellékleteket kell csatolni a szakmai gyakorlat dokumentumaihoz?,"A szakmai gyakorlat dokumentumaihoz általában csatolni kell a gyakorlati helyszínt igazoló dokumentumot, a konzulens aláírását igazoló dokumentumot, valamint a gyakorlati jelentést."
